,Year,Country,Area,Location,Activity,Fatal (Y/N),Injury,Species
4595,1946.0,AUSTRALIA,Queensland,"Ellis Beach, 20 miles from Cairns",Swimming,Y,"FATAL, body not recovered",Other
4596,1946.0,IRAN,Khuzestan Province,"Dorquain, on the Karun River",Fishing,N,Radius & ulna bared,No Values
4597,1946.0,IRAN,Khuzestan Province,"Ahvaz, on the Karun River, 275 km from the sea",Swimming,N,"Left Achilles tendon severed, calf muscles severely lacerated",Other
4598,1946.0,INDIA,,Chennai,Bathing,N,"""Serious injuries""",No Values
4599,1946.0,TANZANIA,Dar-es-Salaam ,Dar-es-Salaam harbor,Swimming,N,Leg bitten,No Values
4600,1946.0,AUSTRALIA,Queensland,"Trinity Beach, Cairns",Swimming,Y,FATAL,No Values
4601,1946.0,AUSTRALIA,South Australia,Port Newby,Fishing,N,"No injury to occupants. Shark charged boat, tore off rudder & tossed it air, then swam off with it",Other
4602,1946.0,AUSTRALIA,South Australia,Grange,Fishing,N,"No injury; shark rammed boat, catapulting Leverenz in the sea & damaging boat",No Values
4603,1946.0,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Other,N,Right arm severely lacerated,No Values
4604,1946.0,AUSTRALIA,Western Australia,"City Beach, Perth",Standing,N,"Leg bitten, surgically amputated",White shark
4605,1946.0,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban",Swimming,N,Flexed right  knee bitten,No Values
4606,1946.0,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban",Other,N,Knee & calf lacerated,No Values
4607,1946.0,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban",Swimming,N,Foot severely lacerated,No Values
4608,1946.0,AUSTRALIA,Queensland,Townsville,Other,N,Ankle bitten,Other
4609,1946.0,SOUTH AFRICA,Western Cape Province,False Bay,Other,N,Foot bitten,Other
4610,1946.0,AUSTRALIA,New South Wales,"Oatley Bay near Como, Georges River",Swimming,Y,"FATAL, left leg severed, right leg injured  ",No Values
4611,1946.0,SOUTH AFRICA,Eastern Cape Province,"Pollock Beach, Port Elizabeth",Surfing,N,Calf lacerated,No Values
4612,1946.0,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Other,N,"No injury to occupants, shark struck boats+K1581",No Values
4613,1946.0,SOUTH AFRICA,Western Cape Province,Table Bay,Other,N,"Shark holed and sank boat, occupants rescued",No Values
4614,1946.0,PERSIAN GULF,"""Head of the Gulf""",,Other,N,"Abdomen bitten, but she survived. Most of the 40 others that survived the wreck, were taken by sharks",No Values
4615,1945.0,HONG KONG,,Tweed Beach,Bathing,Y,FATAL,No Values
4616,1945.0,OKINAWA,,,Swimming,N,Laceration to arm,No Values
4617,1945.0,JAPAN,Ryukyu,,Swimming,Y,FATAL,No Values
4618,1945.0,IRAN,Shatt-al-Arab River,Bashamir,Swimming,N,"Right forearm injured, mid-humeral amputation",No Values
4619,1945.0,IRAN / IRAQ,Shatt-al-Arab River,Vicinity of Abadan,Other,N,Lower left leg amputated,No Values
4620,1945.0,USA, North Carolina,Ocracoke,Other,Y,FATAL,No Values
4621,1945.0,PHILIPPINES,In transit between Tinian and Leyte,200 miles Leyte,Other,Y,"About 300  crew perished during the sinking, the remainder abandoned ship. Many who survived the loss of the ship were taken by sharks. In all, only 316 of her crew of 1,196 survived.",No Values
4622,1945.0,JAVA,Northern Java,Off Cheribon,Other,Y,Sharks attacked the swimmers. The sole survivor lost his arm & foot & died of his injuries shortly after being picked up  by Javanese fishermen. The incident became known as the Cheribon Atrocity,No Values
4623,1945.0,AUSTRALIA,Queensland,"Trinity Beach, Cairns",Swimming,Y,FATAL,No Values
4624,1945.0,USA,North Carolina,"Ocracoke Inlet, Carteret County",Swimming,Y,"FATAL, large gash to thigh",No Values
4625,1945.0,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,Other,N,"Right leg bitten knee to foot, surgically amputated",Zambesi shark
4626,1945.0,ISRAEL,Tel Aviv,,Swimming,N,"Survived. R.A.F. pilot, seeing commotion in the water, dived his plane to investigate and scared off shark",No Values
4627,1945.0,JAMAICA,,,Diving,N,Hand severed,No Values
4628,1945.0,CUBA,Havana Province,Cojimar,Other,Y,FATAL,No Values
4629,1945.0,PANAMA,Colon Province,"Mouth of Rio Dudio, 50 miles west of the city of Colon",Bathing,N,Foot bitten,No Values
4630,1945.0,IRAQ,Basrah,Shatt-al Arab River,Swimming,N,Left foot bitten,Bull shark
4631,1944.0,PHILIPPINES,300 miles east of Luzon,USS Hull DD-350 was one of 3 destroyers that capsized in Typhoon Cobra,Swimming,N,Arm bitten,Other
4632,1944.0,USA,Florida,3 miles north of the inlet at Palm Beach,Fishing,N,"No injury to occupants. After being prodded with an oar, shark struck bow and sank boat PROVOKED INCIDENT",Tiger shark
4633,1944.0,SIERRA LEONE,Western Area,Freetown,Other,Y,FATAL,No Values
4634,1944.0,AUSTRALIA,Queensland,Maroochydore Beach,Swimming,,Probable drowning & scavenging,No Values
4635,1944.0,PHILIPPINES,,,Other,Y,When survivors werer rescued on 10/27/1944 by PC 623 there were many sharks in the area,No Values
4636,1944.0, PHILIPPINES,Bernardino Strait near Gulf of Leyte,,Swimming,Y,"FATAL, both were killed by sharks",No Values
4637,1944.0,PHILIPPINES,Off Samar Island in the Gulf of Leyte,,Swimming,Y,"Clinton was bitten on his back, 2 others did not survive",No Values
4638,1944.0,PHILIPPINES,,Off Cape Engano,Other,N,"Shark grazed leg, leaving toothmarks",No Values
4639,1944.0,,,225 miles east of Hong Kong,Boarding,Y,Most of the men drowned & some were taken by sharks. Only only nine men survived,No Values
4640,1944.0,AUSTRALIA,Queensland,Tewantin,Fishing,N,No injury to occupants; shark bit dinghy leaving tooth fragments in  its woodwork,No Values
4641,1944.0,USA,Maryland,North Beach,Swimming,N,Laceration to right lower leg,No Values
4642,1944.0,CARIBBEAN SEA,,,Other,Y,FATAL,No Values
4643,1944.0,SOUTH AFRICA,KwaZulu-Natal,Margate,Swimming,Y,"FATAL, body not recovered",No Values
4644,1944.0,SOUTH AFRICA,Western Cape Province,Hartenbos,Swimming,Y,"FATAL, body not recovered",White shark
4645,1944.0,NORTH PACIFIC OCEAN,,Aircraft went down on 6/12/1944. He survived on raft for 11 days and was 150 miles off Guam when rescued,Other,,"When picked up by the USS Boyd DD 44 on 6/23/1944 his raft was ""surrounded by sharks""",Other
4646,1944.0,USA,Florida,"Atlantic Beach, Mayport,  Duval County",Bathing,N,Left calf bitten,Blacktip shark
4647,1944.0,SAMOA,,,Other,N,Minor injury when shark tore off his boot,Other
4648,1944.0,PANAMA,Caribbean Sea,,Other,Y,"FATAL. His back was bitten as he was being towed to ship by rescuer, Lieut (j.g.) Stanley Kurta, then the shark pulled him below the surface. ",White shark
4649,1944.0,NICARAGUA,Lake Nicaragua (fresh water),,Other,Y,Some killed & others severely injured,Bull shark
4650,1944.0,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Other,N,Left thigh bitten,No Values
4651,1944.0,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Standing,Y,"FATAL, left thigh & calf bitten  ",No Values
4652,1944.0,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Other,N,Ankle severely lacerated,No Values
4653,1944.0,SOUTH AFRICA,Western Cape Province,False Bay,Other,N,Foot & ankle lacerated,Other
4654,1944.0,INDIA,,"Triplicane Beach, Chennai",Bathing,Y,FATAL,No Values
4655,1944.0,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Surfing,Y,"FATAL, right thigh lacerated, femoral artery severed ",No Values
4656,1944.0,AUSTRALIA,Western Australia,"Cottesloe, Perth",Fishing,N,"No injury, shark took day's catch & struck boat",Other
4657,1944.0,AUSTRALIA,New South Wales,"First Beach, Forster",Surfing,N,"Both legs bitten, one surgically amputated",No Values
4658,1944.0,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Swimming,Y,"FATAL, leg bitten knee to ankle & posterior tibial artery severed; died of toxemia 2 days later ",No Values
4659,1944.0,SOUTH PACIFIC OCEAN,,,Other,Y,FATAL            Arm severed,No Values
4660,1944.0,ITALY,Adriatic Sea,,Other,Y,FATAL,No Values
4661,1944.0,NEW GUINEA,Pacific Ocean,,Other,Y,FATAL,No Values
4662,1943.0,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amazimtoti ",Other,Y,"FATAL, abdomen, buttock & thigh lacerated  ",No Values
4663,1943.0,USA,South Carolina,Off Charleston,Other,Y,"Of the 18 crew who survived the sinking, 10 were taken by sharks. Cabarrocas was bitten but survived",No Values
4664,1943.0,SOUTH AFRICA,Eastern Cape Province,Kei River Mouth,Swimming,N,Right foot lacerated,No Values
4665,1943.0,PACIFIC OCEAN,Near the Fiji Islands,22º08'S  : 178º06'W,Other,Y,"Of the 1,429 people on board, only 448 survived. Sharks were attacking survivors as they were being rescued",No Values
4666,1943.0,USA,Florida,Victim was on said to be on tanker that collided off Florida coast on 10-20-1943,Other,,"Hand, forearm, leg and pelvis recovered from 4.25 m  [14'] shark caught at Bakers Haulover, Miami Beach on 26-Oct-1943",Other
4667,1943.0,PANAMA,Gulf of Panama,"North shore of Rey Island, Las Perlas archipelago",Other,Y,"FATAL, left leg  & shoulder bitten  ",White shark
4668,1943.0,ITALY,40 miles south of Naples ,Tyrrhenian Sea,Swimming,N,"Bitten on arms, hands & feet while awaiting rescue",No Values
4669,1943.0,USA,Florida,"40 miles off Islamorada, near Cay Sal",Other,Y,FATAL,No Values
4670,1943.0,PORTUGAL,,Sines,Fishing,N,No injury to occupants,No Values
4671,1943.0,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",Swimming,,"No injury, a shark made a threat display",Other
4672,1943.0,AUSTRALIA,Tasmania,Triabunna,Fishing,N,"No injury to occupant, shark grabbed rudder and dragged the dinghy stern-first",White shark
4673,1943.0,PACIFIC OCEAN,,,Other,,Survived,Other
4674,1943.0,CENTRAL PACIFIC,,68 miles east of Wallis Island,Other,N,"Jaw dislocated & contusions from many blows on legs & body by shark fins, rescued after 14 hours",No Values
4675,1943.0,CENTRAL PACIFIC,,68 miles east of Wallis Island,Other,Y,"FATAL, right leg & left thigh bitten  ",No Values
4676,1943.0,AUSTRALIA,Queensland,Off Brisbane,Other,Y,FATAL,No Values
4677,1943.0,INDIAN OCEAN,,,Other,N,"Leg, foot & arm bitten",Blue shark
4678,1943.0,USA,Hawaii,"3 miles from shore off McGregor Point, Maui",Swimming,,On 29-Apr-1943 his remains (right forearm & swim trunks) were found in 4.9 m [16'] sharks gut,Other
4679,1943.0,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Swimming,Y,"FATAL, thigh lacerated, both calves bitten  ",No Values
4680,1943.0,SIERRA LEONE,,,Other,Y,"Of the 1346 on board, 392 perished including 90 women & 44 crew. 1 person known to have been fatally injured by a shark.",No Values
4681,1943.0,BRAZIL,,Near the Abrolhos Archipelago ,Other,Y,"33 crew & 92 passengers were lost, it was thought that some were killed by sharks  FATAL",No Values
4682,1943.0,PAPUA NEW GUINEA,Morobe Province, Huon Gulf,Other,Y,"An estimated  3,000 to 7,000 Japanese troops perished, some were taken by sharks",No Values
4683,1943.0,PACIFIC OCEAN,Northwest of Papua New Guinea,,Other,Y,FATAL,No Values
4684,1943.0,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",Swimming,Y,FATAL,No Values
4685,1943.0,SOLOMON ISLANDS,,Guadalcanal,Swimming,N,Arm severed,No Values
4686,1943.0,IRAQ,,River Tigris,Swimming,N,"Right arm severed, left foot bitten",No Values
4687,1943.0,USA,Hawaii,"Midway Island, Northwestern Hawaiian Islands",Spearfishing,N,Calf nipped in each case,Other
4688,1943.0,USA,Hawaii,"Midway Island, Northwestern Hawaiian Islands",Spearfishing,N,Calf nipped in each case,Other
4689,1943.0,USA,Hawaii,"Midway, Northwestern Hawaiian Islands",Other,UNKNOWN,"Unprovoked, but circumstances unknown",No Values
4690,1942.0,AUSTRALIA,New South Wales,"Bantry Bay, near Ironstone Point, Middle Harbor, Sydney",Standing,Y,"FATAL, legs bitten ",Bull shark
4691,1942.0,SOUTH AFRICA,KwaZulu-Natal,50 km off St. Lucia,Other,Y,"192 survived, but 750 perished. Many were taken by sharks, including Levine",Other
4692,1942.0,SOUTH AFRICA,KwaZulu-Natal,Umkomaas,Swimming,N,"Calf bitten, leg surgically amputated",No Values
4693,1942.0,SOLOMON ISLANDS,,Battle of Guadalcanal,Other,N,Hip bitten,No Values
4694,1942.0,INDIAN OCEAN,,Bound from Cape Town for St. Helena,Other,Y,FATAL,No Values
4695,1942.0,SOLOMON ISLANDS,,Off Guadalcanal,Swimming,N,"Injured by sharks, but managed to swim ashore 6.5 hours later",No Values
4696,1942.0,SOLOMON ISLANDS / VANUATU,,"North of Guadalcanal, Solomon Islands while enroute to Vanuatu",Other,Y,"Over a period of a week men in the water died of wounds, thirst & sharks. George Sullivan, the last of the Sullivan brothers, survived for 5 days & then was killed by 3 sharks.",No Values
4697,1942.0,SOLOMON ISLANDS,,Off Savo Island,Other,Y,FATAL,No Values
4698,1942.0,SOUTH AFRICA,Western Cape Province,Clifton,Swimming,Y,"FATAL, body not recovered",White shark
4699,1942.0,PACIFIC OCEAN,Between Hawaii and U.S.A.,,Other,N,One man drove a knife through rubberized canvas trying to stab a shark & it injured him with its tail PROVOKED INCIDENT,No Values
4700,1942.0,,Off South American coast,,Other,Y,FATAL,No Values
4701,1942.0,SOLOMON ISLANDS,Makora-Ulawa Province,Cape Esperance (near Savo Islands),Other,N,"Foot, hand, elbow & calf lacerated & abraded, thigh gashed",No Values
4702,1942.0,ATLANTIC OCEAN,04.05N-13.23W,,Other,N,Survivors on life rafts were harassed by sharks,No Values
4703,1942.0,ATLANTIC OCEAN,,360 miles north of Ascension Island,Boarding,N,"Calf lacerated. He was rescued by German submarine, which sunk. Rescued by Italian submarine, which sunk. Managed to reach Dakar",No Values
4704,1942.0,AUSTRALIA,Queensland,"Trinity Beach, 17 km northwast of Cairns",Other,N,"Right foot severed & calf removed, leg  surgically amputated below the knee",Tiger shark
4705,1942.0,SOUTHWEST PACIFIC OCEAN,,Southwestern Pacific Base,Other,Y,"FATAL, 2 of the 9 airmen killed by sharks",Tiger shark
4706,1942.0,SOLOMON ISLANDS,,,Other,N,Lacerations to left arm,No Values
4707,1942.0,ATLANTIC OCEAN,,,Other,Y,FATAL Arm bitten,No Values
4708,1942.0,ITALY,Liguria,Savona,Other,N,"After he hit the shark with an oar, the shark bit the oar and overturned the boat  PROVOKED INCIDENT",Other
4709,1942.0,BAY OF BENGAL,,,Other,Y,FATAL,No Values
4710,1942.0,BRAZIL,,,Other,,"Remains  recovered from 440-lb shark, but cause of death was probably drowning",Other
4711,1942.0,USA,Midway Atoll,,Other,N,Survived,No Values
4712,1942.0,,300 miles east of St. Thomas (Virgin Islands),,Other,N,Forearm lacerated,No Values
4713,1942.0,AUSTRALIA,Queensland,"Great Barrier Reef, off Cairns",Diving,N,"Hands, arms & knee lacerated",No Values
4714,1942.0,INDIAN OCEAN,West of Ceylon (Sri  Lanka),300 nm from shore,Other,,Sharks were numerous & took corpses but made no attempts to harm the survivors.,Other
4715,1942.0,CUBA,Guantanamo Province,30 nm southeast of Guantanamo Bay,Other,Y,"Of her crew of 50, eight perished, including the two injured men",No Values
4716,1942.0,AUSTRALIA,New South Wales,Georges River,Other,,"Cause of death was drowning, shark bites were post mortem",Other
4717,1942.0,AUSTRALIA,New South Wales,Fairy Bower,Other,N,Paddle of surf ski bitten by shark,No Values
